Chrom	Source	Feature	Start	End	Score	Strand	Frame	Attribute	Gene
NC_060941.1	BestRefSeq	exon	64704147	64704269	.	-	.	ID=exon-NM_001330440.2-11;Parent=rna-NM_001330440.2;Dbxref=GeneID:6603,Genbank:NM_001330440.2,HGNC:HGNC:11107,MIM:601736;Note=The RefSeq transcript has 2 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=SMARCD2;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001330440.2;product=SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily d%2C member 2%2C transcript variant 3;transcript_id=NM_001330440.2	SMARCD2
NC_060941.1	BestRefSeq	exon	64703918	64704019	.	-	.	ID=exon-NM_001330440.2-12;Parent=rna-NM_001330440.2;Dbxref=GeneID:6603,Genbank:NM_001330440.2,HGNC:HGNC:11107,MIM:601736;Note=The RefSeq transcript has 2 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=SMARCD2;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001330440.2;product=SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily d%2C member 2%2C transcript variant 3;transcript_id=NM_001330440.2	SMARCD2
NC_060941.1	BestRefSeq	exon	64702930	64703840	.	-	.	ID=exon-NM_001330440.2-13;Parent=rna-NM_001330440.2;Dbxref=GeneID:6603,Genbank:NM_001330440.2,HGNC:HGNC:11107,MIM:601736;Note=The RefSeq transcript has 2 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=SMARCD2;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001330440.2;product=SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily d%2C member 2%2C transcript variant 3;transcript_id=NM_001330440.2	SMARCD2
NC_060941.1	BestRefSeq	exon	64727867	64728274	.	+	.	ID=exon-NR_002947.2-1;Parent=rna-NR_002947.2;Dbxref=GeneID:146771,Genbank:NR_002947.2,HGNC:HGNC:30707,MIM:612756;Note=The RefSeq transcript has 27 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=misc_RNA;gene=TCAM1P;inference=similar to RNA sequence (same species):RefSeq:NR_002947.2;product=testicular cell adhesion molecule 1%2C pseudogene;pseudo=true;transcript_id=NR_002947.2	TCAM1P
NC_060941.1	BestRefSeq	exon	64730154	64730474	.	+	.	ID=exon-NR_002947.2-2;Parent=rna-NR_002947.2;Dbxref=GeneID:146771,Genbank:NR_002947.2,HGNC:HGNC:30707,MIM:612756;Note=The RefSeq transcript has 27 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=misc_RNA;gene=TCAM1P;inference=similar to RNA sequence (same species):RefSeq:NR_002947.2;product=testicular cell adhesion molecule 1%2C pseudogene;pseudo=true;transcript_id=NR_002947.2	TCAM1P
NC_060941.1	BestRefSeq	exon	64730724	64731146	.	+	.	ID=exon-NR_002947.2-3;Parent=rna-NR_002947.2;Dbxref=GeneID:146771,Genbank:NR_002947.2,HGNC:HGNC:30707,MIM:612756;Note=The RefSeq transcript has 27 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=misc_RNA;gene=TCAM1P;inference=similar to RNA sequence (same species):RefSeq:NR_002947.2;product=testicular cell adhesion molecule 1%2C pseudogene;pseudo=true;transcript_id=NR_002947.2	TCAM1P
NC_060941.1	BestRefSeq	exon	64731538	64731804	.	+	.	ID=exon-NR_002947.2-4;Parent=rna-NR_002947.2;Dbxref=GeneID:146771,Genbank:NR_002947.2,HGNC:HGNC:30707,MIM:612756;Note=The RefSeq transcript has 27 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=misc_RNA;gene=TCAM1P;inference=similar to RNA sequence (same species):RefSeq:NR_002947.2;product=testicular cell adhesion molecule 1%2C pseudogene;pseudo=true;transcript_id=NR_002947.2	TCAM1P
NC_060941.1	BestRefSeq	exon	64733137	64733379	.	+	.	ID=exon-NR_002947.2-5;Parent=rna-NR_002947.2;Dbxref=GeneID:146771,Genbank:NR_002947.2,HGNC:HGNC:30707,MIM:612756;Note=The RefSeq transcript has 27 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=misc_RNA;gene=TCAM1P;inference=similar to RNA sequence (same species):RefSeq:NR_002947.2;product=testicular cell adhesion molecule 1%2C pseudogene;pseudo=true;transcript_id=NR_002947.2	TCAM1P
NC_060941.1	BestRefSeq	exon	64733573	64735201	.	+	.	ID=exon-NR_002947.2-6;Parent=rna-NR_002947.2;Dbxref=GeneID:146771,Genbank:NR_002947.2,HGNC:HGNC:30707,MIM:612756;Note=The RefSeq transcript has 27 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=misc_RNA;gene=TCAM1P;inference=similar to RNA sequence (same species):RefSeq:NR_002947.2;product=testicular cell adhesion molecule 1%2C pseudogene;pseudo=true;transcript_id=NR_002947.2	TCAM1P
NC_060941.1	BestRefSeq	gene	64742822	64744539	.	-	.	ID=gene-CSH2;Dbxref=GeneID:1443,HGNC:HGNC:2441,MIM:118820;Name=CSH2;description=chorionic somatomammotropin hormone 2;gbkey=Gene;gene=CSH2;gene_biotype=protein_coding;gene_synonym=CS-2,CSB,GHB1,hCS-B,PL	CSH2
NC_060941.1	BestRefSeq	exon	64744415	64744539	.	-	.	ID=exon-NM_022645.2-1;Parent=rna-NM_022645.2;Dbxref=GeneID:1443,Genbank:NM_022645.2,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 3;transcript_id=NM_022645.2	CSH2
NC_060941.1	BestRefSeq	exon	64743989	64744149	.	-	.	ID=exon-NM_022645.2-2;Parent=rna-NM_022645.2;Dbxref=GeneID:1443,Genbank:NM_022645.2,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 3;transcript_id=NM_022645.2	CSH2
NC_060941.1	BestRefSeq	exon	64742822	64743133	.	-	.	ID=exon-NM_022645.2-3;Parent=rna-NM_022645.2;Dbxref=GeneID:1443,Genbank:NM_022645.2,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 3;transcript_id=NM_022645.2	CSH2
NC_060941.1	BestRefSeq	exon	64744415	64744539	.	-	.	ID=exon-NM_022644.3-1;Parent=rna-NM_022644.3;Dbxref=GeneID:1443,Genbank:NM_022644.3,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 2;transcript_id=NM_022644.3	CSH2
NC_060941.1	BestRefSeq	exon	64743989	64744149	.	-	.	ID=exon-NM_022644.3-2;Parent=rna-NM_022644.3;Dbxref=GeneID:1443,Genbank:NM_022644.3,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 2;transcript_id=NM_022644.3	CSH2
NC_060941.1	BestRefSeq	exon	64743645	64743764	.	-	.	ID=exon-NM_022644.3-3;Parent=rna-NM_022644.3;Dbxref=GeneID:1443,Genbank:NM_022644.3,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 2;transcript_id=NM_022644.3	CSH2
NC_060941.1	BestRefSeq	exon	64742822	64743551	.	-	.	ID=exon-NM_022644.3-4;Parent=rna-NM_022644.3;Dbxref=GeneID:1443,Genbank:NM_022644.3,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 2;transcript_id=NM_022644.3	CSH2
NC_060941.1	BestRefSeq	exon	64744415	64744487	.	-	.	ID=exon-NM_020991.4-1;Parent=rna-NM_020991.4;Dbxref=GeneID:1443,Genbank:NM_020991.4,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_020991.4	CSH2
NC_060941.1	BestRefSeq	exon	64743989	64744149	.	-	.	ID=exon-NM_020991.4-2;Parent=rna-NM_020991.4;Dbxref=GeneID:1443,Genbank:NM_020991.4,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_020991.4	CSH2
NC_060941.1	BestRefSeq	exon	64743645	64743764	.	-	.	ID=exon-NM_020991.4-3;Parent=rna-NM_020991.4;Dbxref=GeneID:1443,Genbank:NM_020991.4,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_020991.4	CSH2
NC_060941.1	BestRefSeq	exon	64743387	64743551	.	-	.	ID=exon-NM_020991.4-4;Parent=rna-NM_020991.4;Dbxref=GeneID:1443,Genbank:NM_020991.4,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_020991.4	CSH2
NC_060941.1	BestRefSeq	exon	64742826	64743133	.	-	.	ID=exon-NM_020991.4-5;Parent=rna-NM_020991.4;Dbxref=GeneID:1443,Genbank:NM_020991.4,HGNC:HGNC:2441,MIM:118820;gbkey=mRNA;gene=CSH2;product=chorionic somatomammotropin hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_020991.4	CSH2
NC_060941.1	BestRefSeq	gene	64750989	64752719	.	-	.	ID=gene-GH2;Dbxref=GeneID:2689,HGNC:HGNC:4262,MIM:139240;Name=GH2;description=growth hormone 2;gbkey=Gene;gene=GH2;gene_biotype=protein_coding;gene_synonym=GH-V,GHB2,GHL,GHV,hGH-V	GH2
NC_060941.1	BestRefSeq	exon	64752567	64752719	.	-	.	ID=exon-NM_022556.4-1;Parent=rna-NM_022556.4;Dbxref=GeneID:2689,Genbank:NM_022556.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 4;transcript_id=NM_022556.4	GH2
NC_060941.1	BestRefSeq	exon	64752133	64752293	.	-	.	ID=exon-NM_022556.4-2;Parent=rna-NM_022556.4;Dbxref=GeneID:2689,Genbank:NM_022556.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 4;transcript_id=NM_022556.4	GH2
NC_060941.1	BestRefSeq	exon	64751803	64751877	.	-	.	ID=exon-NM_022556.4-3;Parent=rna-NM_022556.4;Dbxref=GeneID:2689,Genbank:NM_022556.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 4;transcript_id=NM_022556.4	GH2
NC_060941.1	BestRefSeq	exon	64751546	64751710	.	-	.	ID=exon-NM_022556.4-4;Parent=rna-NM_022556.4;Dbxref=GeneID:2689,Genbank:NM_022556.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 4;transcript_id=NM_022556.4	GH2
NC_060941.1	BestRefSeq	exon	64750989	64751292	.	-	.	ID=exon-NM_022556.4-5;Parent=rna-NM_022556.4;Dbxref=GeneID:2689,Genbank:NM_022556.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 4;transcript_id=NM_022556.4	GH2
NC_060941.1	BestRefSeq	exon	64752567	64752719	.	-	.	ID=exon-NM_022558.4-1;Parent=rna-NM_022558.4;Dbxref=GeneID:2689,Genbank:NM_022558.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 3;transcript_id=NM_022558.4	GH2
NC_060941.1	BestRefSeq	exon	64752133	64752293	.	-	.	ID=exon-NM_022558.4-2;Parent=rna-NM_022558.4;Dbxref=GeneID:2689,Genbank:NM_022558.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 3;transcript_id=NM_022558.4	GH2
NC_060941.1	BestRefSeq	exon	64751803	64751922	.	-	.	ID=exon-NM_022558.4-3;Parent=rna-NM_022558.4;Dbxref=GeneID:2689,Genbank:NM_022558.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 3;transcript_id=NM_022558.4	GH2
NC_060941.1	BestRefSeq	exon	64751550	64751710	.	-	.	ID=exon-NM_022558.4-4;Parent=rna-NM_022558.4;Dbxref=GeneID:2689,Genbank:NM_022558.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 3;transcript_id=NM_022558.4	GH2
NC_060941.1	BestRefSeq	exon	64750989	64751292	.	-	.	ID=exon-NM_022558.4-5;Parent=rna-NM_022558.4;Dbxref=GeneID:2689,Genbank:NM_022558.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 3;transcript_id=NM_022558.4	GH2
NC_060941.1	BestRefSeq	exon	64752567	64752719	.	-	.	ID=exon-NM_002059.5-1;Parent=rna-NM_002059.5;Dbxref=GeneID:2689,Genbank:NM_002059.5,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_002059.5	GH2
NC_060941.1	BestRefSeq	exon	64752133	64752293	.	-	.	ID=exon-NM_002059.5-2;Parent=rna-NM_002059.5;Dbxref=GeneID:2689,Genbank:NM_002059.5,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_002059.5	GH2
NC_060941.1	BestRefSeq	exon	64751803	64751922	.	-	.	ID=exon-NM_002059.5-3;Parent=rna-NM_002059.5;Dbxref=GeneID:2689,Genbank:NM_002059.5,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_002059.5	GH2
NC_060941.1	BestRefSeq	exon	64751546	64751710	.	-	.	ID=exon-NM_002059.5-4;Parent=rna-NM_002059.5;Dbxref=GeneID:2689,Genbank:NM_002059.5,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_002059.5	GH2
NC_060941.1	BestRefSeq	exon	64750989	64751292	.	-	.	ID=exon-NM_002059.5-5;Parent=rna-NM_002059.5;Dbxref=GeneID:2689,Genbank:NM_002059.5,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_002059.5	GH2
NC_060941.1	BestRefSeq	exon	64752567	64752719	.	-	.	ID=exon-NM_022557.4-1;Parent=rna-NM_022557.4;Dbxref=GeneID:2689,Genbank:NM_022557.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 2;transcript_id=NM_022557.4	GH2
NC_060941.1	BestRefSeq	exon	64752133	64752293	.	-	.	ID=exon-NM_022557.4-2;Parent=rna-NM_022557.4;Dbxref=GeneID:2689,Genbank:NM_022557.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 2;transcript_id=NM_022557.4	GH2
NC_060941.1	BestRefSeq	exon	64751803	64751922	.	-	.	ID=exon-NM_022557.4-3;Parent=rna-NM_022557.4;Dbxref=GeneID:2689,Genbank:NM_022557.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 2;transcript_id=NM_022557.4	GH2
NC_060941.1	BestRefSeq	exon	64750989	64751710	.	-	.	ID=exon-NM_022557.4-4;Parent=rna-NM_022557.4;Dbxref=GeneID:2689,Genbank:NM_022557.4,HGNC:HGNC:4262,MIM:139240;gbkey=mRNA;gene=GH2;product=growth hormone 2%2C transcript variant 2;transcript_id=NM_022557.4	GH2
NC_060941.1	BestRefSeq	gene	64765670	64767326	.	-	.	ID=gene-CSH1;Dbxref=GeneID:1442,HGNC:HGNC:2440,MIM:150200;Name=CSH1;description=chorionic somatomammotropin hormone 1;gbkey=Gene;gene=CSH1;gene_biotype=protein_coding;gene_synonym=CS-1,CSA,CSMT,GHB3,hCS-1,hCS-A,PL	CSH1
NC_060941.1	BestRefSeq	exon	64767254	64767326	.	-	.	ID=exon-NM_001317.6-1;Parent=rna-NM_001317.6;Dbxref=GeneID:1442,Genbank:NM_001317.6,HGNC:HGNC:2440,MIM:150200;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CSH1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001317.6;product=chorionic somatomammotropin hormone 1;tag=RefSeq Select;transcript_id=NM_001317.6	CSH1
NC_060941.1	BestRefSeq	exon	64766827	64766987	.	-	.	ID=exon-NM_001317.6-2;Parent=rna-NM_001317.6;Dbxref=GeneID:1442,Genbank:NM_001317.6,HGNC:HGNC:2440,MIM:150200;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CSH1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001317.6;product=chorionic somatomammotropin hormone 1;tag=RefSeq Select;transcript_id=NM_001317.6	CSH1
NC_060941.1	BestRefSeq	exon	64766483	64766602	.	-	.	ID=exon-NM_001317.6-3;Parent=rna-NM_001317.6;Dbxref=GeneID:1442,Genbank:NM_001317.6,HGNC:HGNC:2440,MIM:150200;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CSH1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001317.6;product=chorionic somatomammotropin hormone 1;tag=RefSeq Select;transcript_id=NM_001317.6	CSH1
NC_060941.1	BestRefSeq	exon	64766225	64766389	.	-	.	ID=exon-NM_001317.6-4;Parent=rna-NM_001317.6;Dbxref=GeneID:1442,Genbank:NM_001317.6,HGNC:HGNC:2440,MIM:150200;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CSH1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001317.6;product=chorionic somatomammotropin hormone 1;tag=RefSeq Select;transcript_id=NM_001317.6	CSH1
NC_060941.1	BestRefSeq	exon	64765670	64765971	.	-	.	ID=exon-NM_001317.6-5;Parent=rna-NM_001317.6;Dbxref=GeneID:1442,Genbank:NM_001317.6,HGNC:HGNC:2440,MIM:150200;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CSH1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001317.6;product=chorionic somatomammotropin hormone 1;tag=RefSeq Select;transcript_id=NM_001317.6	CSH1
NC_060941.1	BestRefSeq	gene	64780355	64782005	.	-	.	ID=gene-CSHL1;Dbxref=GeneID:1444,HGNC:HGNC:2442,MIM:603515;Name=CSHL1;description=chorionic somatomammotropin hormone like 1;gbkey=Gene;gene=CSHL1;gene_biotype=protein_coding;gene_synonym=CS-5,CSHP1,CSL,GHB4,hCS-L	CSHL1
NC_060941.1	BestRefSeq	exon	64781934	64782005	.	-	.	ID=exon-NM_022580.3-1;Parent=rna-NM_022580.3;Dbxref=GeneID:1444,Genbank:NM_022580.3,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 4;transcript_id=NM_022580.3	CSHL1
NC_060941.1	BestRefSeq	exon	64781167	64781213	.	-	.	ID=exon-NM_022580.3-2;Parent=rna-NM_022580.3;Dbxref=GeneID:1444,Genbank:NM_022580.3,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 4;transcript_id=NM_022580.3	CSHL1
NC_060941.1	BestRefSeq	exon	64780909	64781073	.	-	.	ID=exon-NM_022580.3-3;Parent=rna-NM_022580.3;Dbxref=GeneID:1444,Genbank:NM_022580.3,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 4;transcript_id=NM_022580.3	CSHL1
NC_060941.1	BestRefSeq	exon	64780355	64780655	.	-	.	ID=exon-NM_022580.3-4;Parent=rna-NM_022580.3;Dbxref=GeneID:1444,Genbank:NM_022580.3,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 4;transcript_id=NM_022580.3	CSHL1
NC_060941.1	BestRefSeq	exon	64781934	64782005	.	-	.	ID=exon-NM_001321067.2-1;Parent=rna-NM_001321067.2;Dbxref=GeneID:1444,Genbank:NM_001321067.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 5;transcript_id=NM_001321067.2	CSHL1
NC_060941.1	BestRefSeq	exon	64781167	64781282	.	-	.	ID=exon-NM_001321067.2-2;Parent=rna-NM_001321067.2;Dbxref=GeneID:1444,Genbank:NM_001321067.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 5;transcript_id=NM_001321067.2	CSHL1
NC_060941.1	BestRefSeq	exon	64780909	64781073	.	-	.	ID=exon-NM_001321067.2-3;Parent=rna-NM_001321067.2;Dbxref=GeneID:1444,Genbank:NM_001321067.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 5;transcript_id=NM_001321067.2	CSHL1
NC_060941.1	BestRefSeq	exon	64780355	64780655	.	-	.	ID=exon-NM_001321067.2-4;Parent=rna-NM_001321067.2;Dbxref=GeneID:1444,Genbank:NM_001321067.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 5;transcript_id=NM_001321067.2	CSHL1
NC_060941.1	BestRefSeq	exon	64781934	64782005	.	-	.	ID=exon-NM_001318.4-1;Parent=rna-NM_001318.4;Dbxref=GeneID:1444,Genbank:NM_001318.4,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 3;transcript_id=NM_001318.4	CSHL1
NC_060941.1	BestRefSeq	exon	64781167	64781286	.	-	.	ID=exon-NM_001318.4-2;Parent=rna-NM_001318.4;Dbxref=GeneID:1444,Genbank:NM_001318.4,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 3;transcript_id=NM_001318.4	CSHL1
NC_060941.1	BestRefSeq	exon	64780909	64781073	.	-	.	ID=exon-NM_001318.4-3;Parent=rna-NM_001318.4;Dbxref=GeneID:1444,Genbank:NM_001318.4,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 3;transcript_id=NM_001318.4	CSHL1
NC_060941.1	BestRefSeq	exon	64780355	64780655	.	-	.	ID=exon-NM_001318.4-4;Parent=rna-NM_001318.4;Dbxref=GeneID:1444,Genbank:NM_001318.4,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 3;transcript_id=NM_001318.4	CSHL1
NC_060941.1	BestRefSeq	exon	64781934	64782005	.	-	.	ID=exon-NM_001321069.2-1;Parent=rna-NM_001321069.2;Dbxref=GeneID:1444,Genbank:NM_001321069.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 7;transcript_id=NM_001321069.2	CSHL1
NC_060941.1	BestRefSeq	exon	64781613	64781671	.	-	.	ID=exon-NM_001321069.2-2;Parent=rna-NM_001321069.2;Dbxref=GeneID:1444,Genbank:NM_001321069.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 7;transcript_id=NM_001321069.2	CSHL1
NC_060941.1	BestRefSeq	exon	64781167	64781286	.	-	.	ID=exon-NM_001321069.2-3;Parent=rna-NM_001321069.2;Dbxref=GeneID:1444,Genbank:NM_001321069.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 7;transcript_id=NM_001321069.2	CSHL1
NC_060941.1	BestRefSeq	exon	64780909	64781073	.	-	.	ID=exon-NM_001321069.2-4;Parent=rna-NM_001321069.2;Dbxref=GeneID:1444,Genbank:NM_001321069.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 7;transcript_id=NM_001321069.2	CSHL1
NC_060941.1	BestRefSeq	exon	64780355	64780655	.	-	.	ID=exon-NM_001321069.2-5;Parent=rna-NM_001321069.2;Dbxref=GeneID:1444,Genbank:NM_001321069.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 7;transcript_id=NM_001321069.2	CSHL1
NC_060941.1	BestRefSeq	exon	64781934	64782005	.	-	.	ID=exon-NM_001321068.2-1;Parent=rna-NM_001321068.2;Dbxref=GeneID:1444,Genbank:NM_001321068.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 6;transcript_id=NM_001321068.2	CSHL1
NC_060941.1	BestRefSeq	exon	64781609	64781671	.	-	.	ID=exon-NM_001321068.2-2;Parent=rna-NM_001321068.2;Dbxref=GeneID:1444,Genbank:NM_001321068.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 6;transcript_id=NM_001321068.2	CSHL1
NC_060941.1	BestRefSeq	exon	64781167	64781213	.	-	.	ID=exon-NM_001321068.2-3;Parent=rna-NM_001321068.2;Dbxref=GeneID:1444,Genbank:NM_001321068.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 6;transcript_id=NM_001321068.2	CSHL1
NC_060941.1	BestRefSeq	exon	64780909	64781073	.	-	.	ID=exon-NM_001321068.2-4;Parent=rna-NM_001321068.2;Dbxref=GeneID:1444,Genbank:NM_001321068.2,HGNC:HGNC:2442,MIM:603515;gbkey=mRNA;gene=CSHL1;product=chorionic somatomammotropin hormone like 1%2C transcript variant 6;transcript_id=NM_001321068.2	CSHL1
